Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
Sample155,0.0287389490318497,0,0.00287089395954002,0,0,0.0832674914276712,0,0.0569730279072866,0.00690826858626908,0.00775853295519327,0.0219481843765019,0.00704828101320187,0.00582033394823956,0.270938599323669,0.00859650202074059,0.190826736296043,0.0103475945401024,0.035890198485648,0.0463456328615541,0,0.0120681875926291,0,0,0.712145634107478,0.728624542806835,0.796347414326139
Sample156,0.0133931503354417,0.0164106548346448,0.00460375355930655,0,0.0109395523074098,0.0425472399523652,0.0377624246628419,0.01397626125105,0,0,0.0298235654329355,0,0.00849730959232072,0.364085953426382,0,0.248098059987447,0,0.014312069355708,0.0624745285818323,0,0,4.46805338224235e-05,0,0.701157285867104,0.721674715618897,0.866969203813508
Sample158,0.0677259298113096,0,0.0424883136549472,0.071310831972759,0,0.0985494955465218,0.0488804284543324,0.069197157795266,0,0,0.0240841043072732,0.0288843305019973,0.032980771864214,0.192890579883319,0.0308736004351682,0.250892196908594,0,0,0.0214538575692154,0,0,0,0,0.692182585836305,0.765636498039762,0.980211598704917
Sample159,0.0996370982195391,0,0.103421396671319,0.0171050565004034,0,0.18327736176496,0.0648242051029425,0.0522131597836316,0,0,0.0640484072659708,0,0.0609411009073225,0.222121930646951,0.00308143845389279,0.208131478457603,0.021744057228111,0.0191672227382353,0,0.0452491047250182,0.0169887632362258,0,0,0.499540232407125,0.86928332962482,1.18195178170213
Sample15,0.030603231945171,0.0223944965228478,0.00869397595876166,0.306700906872588,0,0.116098919063665,0.126983818556001,0.0420159486853033,0,0.0448127581325876,0,0,0.0069805110423742,0.0357344597494222,0.0319265113079365,0.163224116876535,0.167499137207846,0,0.0555704075505215,0,0.00846229342278787,0,0,0.569573955092805,0.836931576524069,1.16770149289435
Sample162,0.152848625856383,0,0.118177645986101,0.0832160480806792,0,0.247686351788109,0.0417271957301853,0.0646797588278354,0,0,0.0941188299368425,0,0.0393784367700045,0.0552298361533948,0.0166282905972007,0.206095517696777,0.0399257386794476,0.0369697434219323,0.0800616349704795,0,0.00606550107606768,0,0,0.424888323010213,0.904530014124755,1.28280915557144
Sample163,0.154579312450081,0.115732305962205,0.0378175700290696,0.0509465581200395,0.00284374468263883,0.251827815283953,0.0108726062842906,0.0217226046444796,0,0,0.0546655932356333,0,0.028943540380964,0.0455318779320071,0.00375725455370261,0.145883798559004,0,0.0315273033033493,0.0491043504122477,0,0,0,0,0.696413085461203,0.754999167415158,1.00575623583367
Sample165,0.0394019383774691,0.0313819360508074,0.0234921409848459,0,0.0269315647637538,0.0638321400543325,0.0945151929825383,0.0261578963792589,0,0,0.0517757118052675,0,0,0.3856066543505,0.0086689343465562,0.214984083225111,0,0.00900529402645247,0.0342491374950302,0.000933124759094094,0.0340813336432445,0,0,0.665728949474317,0.761392560925596,1.04501708324426
Sample166,0.0163168393871814,0.0301826644929503,0.0592773759591469,0.010302652824217,0,0.0802897632080972,0.0097656756403663,0.0127357979004,0,0,0.0295626700398687,0.0098438695914387,0.022704909659765,0.139499850528436,0.00755635594976527,0.128155223364429,0.00323030963249752,0.00900722147039302,0.0182196083462833,0,0.0463501700326192,0,0,0.303398046406769,0.961578456183762,0.633000958027855
Sample167,0,0.0530761800561765,0.0322840359428734,0.111572733109773,0,0.00511624233041865,0.0562511614610092,0.0492550044101873,0.020472150585488,0.00803922267616861,0,0.0206115264718196,0.000525447304217137,0.20265046798943,0.0223473353896258,0.340701830639122,0.0307123011546817,0.000318845189267823,0.0791256428379884,0,0.0350921082791396,0,0,0.588759630059342,0.821098462294104,1.06815223582739
Sample168,0.00718719329546557,0.0247149302664433,0.0151651151878982,0.0258891772312555,0.0556993766269415,0.0241521630830936,0.0244031312831629,0.0226754553070498,0,0,0.0284120102699993,0.00142035890131657,0,0.380559562055596,0,0.174206750178385,0,0.0204868344088614,0.0521527524014073,0,0.0160612269445125,0,0,0.436139071148418,0.909314732635154,0.873186037441388
Sample169,0.00187260273930404,0.0506625635470073,0.0143965450052101,0.122772590163069,0,0.133555489405409,0.0437387347020392,0.0435758712842697,0,0,0.0166160554903935,0,0.0705277941889548,0.000271210326171613,0.0355074371255874,0.179257669944393,0.213293665445747,0,0.107525779672108,0.000841372240187111,0.0031518110685774,0,0,0.683658082850148,0.797621716902211,1.03756719234843
Sample170,0.012568278828309,0.0260707243428757,0.0144945655605192,0.0688661824649706,0,0.147758683981255,0.0240465522035011,0.0398222649355589,0,0,0.0555475795063301,0,0.0247210521970464,0.102418667529841,0.0495789327405005,0.178752649766068,0.0669484912864218,0,0.0559139807871406,0.00692245465229357,0.00857101075450956,0,0,0.448199768542764,0.894716259761885,0.883002071537141
Sample172,0.0297201807771306,0.0244793579467756,0.0289994418557783,0.109246233201747,0,0.455960752719686,0.00806435189276937,0.0155811265129167,0,0,0,0.019097155498157,0.0153415448781127,0.0555664476122925,0.0383294908379317,0.28933239105298,0.178093191730281,0.0165250004784332,0.365861242137549,0,0,0,0,0.847792831392865,0.695281348630281,1.65019790913254
Sample173,0,0.0925241637406014,0.0333379915265775,0.0230234913277754,0,0.120400366872347,0.0291438616998321,0.0147583808281492,0,0,0.0224095549611337,0.00346959235784566,0.0166271339863376,0.141634405581592,0.00178233320564481,0.185868393178973,0.0983167147143606,0.0154192139547577,0.0213630917047575,0,0.0786295968716949,0.00463595643868066,0,0.555570361619681,0.843544677289263,0.903344242951061
Sample179,0.0753729293434742,0,0,0,0.0214879157299683,0.130901239181944,0.00812647017593119,0.0161249365388862,0,0,0.0667347241524533,0,0.0247805290058615,0.00964137669002056,0,0.0435831452731611,0.0205879924601534,0.029675661622575,0.0343067878811441,0,0.0233154670316711,0,0.08,0.135669206180009,1.02694966428254,0.504639175087244
Sample17,0.128293678659681,0.0107755900981526,0.13630357684006,0.0990811375313886,0,0.174944855167395,0.0511150740436657,0.0676436754044901,0.00421633356679832,0,0.0596842620145688,0,0.0415625360303595,0.233892799423513,0.0469616663177303,0.505535110422483,0,0,0.0450829414343773,0,0,0,0,0.549217205942065,0.842593986156989,1.60509323695466
Sample181,0.0431131952728711,0.0263200796706693,0.00644718335879138,0.107933584686052,0,0.351522678227474,0.101279072745422,0.0145145364081928,0,0,0.0600950731663259,0,0.0453750809360257,0.0672257893900536,0.0380466814028564,0.198611820536698,0.12411423391327,0.0440278820076435,0.128388986618629,0,0,0,0,0.719908040159636,0.772740009718233,1.35701587834098
Sample183,0.037089548301525,0.180511930196792,0.0125002502594892,0.122736033056452,0,0.19110014236226,0.0412273797713003,0.0276749662041612,0,0.045044348433872,0.0222319652996153,0,0,0.0160853643800165,0.00757763045594771,0.143502472173083,0.144970749806692,0.0683704326934587,0.0704678052077777,0,0.0172913541272302,0,0,0.551911845772115,0.847895938447905,1.14838237272967
Sample184,0.0431547167963367,0,0,0.0139224917803408,0.000667851923984582,0,0.0747452578143737,0.117375388930684,0.00650910703942877,0,0.0232040410625098,0,0,0.403691362856894,0.00767615079520127,0.245179125555259,0,0,0,0.0464430409565049,0,0.00642168641094316,0,0.813089694740916,0.630618026212537,0.988990221922461
Sample185,0.034472255817512,0.0343323717095605,0.0600712755848599,0.111784424742287,0,0.068872015762712,0.0172458762684029,0.0330895879952166,0.0116241214102776,0,0,0.0382423062927639,0.00626976379653667,0.194637633182078,0.0230573424205348,0.197894544969884,0.100056382603688,0.0102952816755884,0.163684982223737,0,0,0,0,0.67388918572577,0.785674339315112,1.10563016645564
Sample187,0.176093285946048,0,0.0737208731230433,0,0.00707332332293573,0.213816921047083,0.0886200713740024,0.0380792254877384,0,0,0.121566320369662,0,0.0462710143451365,0.0465712946528635,0.0134761637523468,0.24488561639809,0.0978025120763193,0.0168968763663887,0.173334400830497,0,0,0,0,0.37743214376479,0.925341200160708,1.35820789909215
Sample188,0.0478223757036763,0,0.0307761900026355,0.0444137459057248,0,0.102812398514132,0.0115602201461999,0.04461828327163,0,0,0.0183521019787345,0,0.0307099035276007,0.043571088892585,0.0202140566522318,0.168672634530247,0.0183893132096805,0,0.0358489563938243,0.00478539310326352,0,0,0,0.460394061926368,0.889184995266841,0.622546661832166
